name,full_path,relative_path,directory,extension,size_bytes,size_mb,modified_date,created_date,ai_tags
Turn_Teskao_03_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean\Turn_Teskao_03_Re_Mesh_fix.FBX,Re_Mesh\Teskao_Re_Mesh_Clean\Turn_Teskao_03_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean,.fbx,8546384,8.15,2023-08-11 17:58:11,2025-05-26 20:35:27,"ремешлинг, Модель, работа, маленький, старый, 3D, крупный"
Turn_Teskao_04_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean\Turn_Teskao_04_Re_Mesh_fix.FBX,Re_Mesh\Teskao_Re_Mesh_Clean\Turn_Teskao_04_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean,.fbx,9007472,8.59,2023-08-11 17:59:15,2025-05-26 20:35:27,"большой, дизайн., работа, маленький, старый, 3D-модель, анимация"
Wear_Teskao_05_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean\Wear_Teskao_05_Re_Mesh_fix.FBX,Re_Mesh\Teskao_Re_Mesh_Clean\Wear_Teskao_05_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean,.fbx,8680544,8.278,2023-08-11 18:00:17,2025-05-26 20:35:27,"дизайн, маленький, старый, 3D-модель, анимация, разработка, моделирование"
TESCAO_MESH_ALL_PIECE.zip,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE.zip,Teskao_Mesh\TESCAO_MESH_ALL_PIECE.zip,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh,.zip,112870932,107.642,2023-08-18 15:51:18,2025-05-26 20:35:27,"Архив, дизайн, средний, архив, старый, бэкап, проект"
Teskao_Mesh.rar,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Teskao_Mesh.rar,Teskao_Mesh\Teskao_Mesh.rar,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh,.rar,239070416,227.995,2023-08-18 10:57:02,2025-05-26 20:35:28,"Архив, дизайн, средний, большой, архив, 3D модели, старый"
_Teskao_Mesh_Head_and_Body.rar,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\_Teskao_Mesh_Head_and_Body.rar,Teskao_Mesh\_Teskao_Mesh_Head_and_Body.rar,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh,.rar,29483131,28.117,2023-08-18 14:15:22,2025-05-26 20:35:31,"косметика, креатив, дизайн., Модель, архив, маленький, старый"
Born_Teskao_03_Re_Clean_v06_Anim_FIX.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body\Born_Teskao_03_Re_Clean_v06_Anim_FIX.FBX,Teskao_Mesh\Anim_full_body\Born_Teskao_03_Re_Clean_v06_Anim_FIX.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body,.fbx,14253776,13.593,2023-08-18 10:12:52,2025-05-26 20:35:31,"большой, маленький, старый, работа, проект, 3D-модель, анимация"
Door_Teskao_04_Re_Mesh_fix_Anim.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body\Door_Teskao_04_Re_Mesh_fix_Anim.FBX,Teskao_Mesh\Anim_full_body\Door_Teskao_04_Re_Mesh_fix_Anim.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body,.fbx,16249840,15.497,2023-08-17 17:56:31,2025-05-26 20:35:31,"Модель, работа, маленький, старый, дверь, анимация, 3D"
Hand_Teskao_02_Re_Mesh_fix_Anim.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body\Hand_Teskao_02_Re_Mesh_fix_Anim.FBX,Teskao_Mesh\Anim_full_body\Hand_Teskao_02_Re_Mesh_fix_Anim.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body,.fbx,12845728,12.251,2023-08-17 17:57:10,2025-05-26 20:35:31,"большой, Модель, маленький, старый, работа, анимация, 3D"
Hand_Teskao_03_Re_Mesh_fix_Anim.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body\Hand_Teskao_03_Re_Mesh_fix_Anim.FBX,Teskao_Mesh\Anim_full_body\Hand_Teskao_03_Re_Mesh_fix_Anim.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body,.fbx,13148096,12.539,2023-08-17 17:57:36,2025-05-26 20:35:31,"большой, маленький, старый, проект, анимация, 3D, модель"
Hand_Teskao_04_Re_Mesh_fix_Anim.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body\Hand_Teskao_04_Re_Mesh_fix_Anim.FBX,Teskao_Mesh\Anim_full_body\Hand_Teskao_04_Re_Mesh_fix_Anim.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body,.fbx,12884800,12.288,2023-08-17 17:58:04,2025-05-26 20:35:32,"большой, работа, маленький, старый, формат FBX, 3D-модель, анимация"
Metelitsa_Ladder_04_Re_Mesh_fix_Anim.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body\Metelitsa_Ladder_04_Re_Mesh_fix_Anim.FBX,Teskao_Mesh\Anim_full_body\Metelitsa_Ladder_04_Re_Mesh_fix_Anim.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body,.fbx,13491680,12.867,2023-08-17 17:59:06,2025-05-26 20:35:32,"дизайн, маленький, старый, крупный., проект, 3D-модель, анимация"
Prohod_Teskao_02_Re_Mesh_fix_Anim.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body\Prohod_Teskao_02_Re_Mesh_fix_Anim.FBX,Teskao_Mesh\Anim_full_body\Prohod_Teskao_02_Re_Mesh_fix_Anim.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body,.fbx,15976992,15.237,2023-08-17 17:58:40,2025-05-26 20:35:32,"большой, работа, маленький, старый, формат FBX, 3D-модель, анимация"
Prohod_Teskao_03_Re_Mesh_fix_Anim.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body\Prohod_Teskao_03_Re_Mesh_fix_Anim.FBX,Teskao_Mesh\Anim_full_body\Prohod_Teskao_03_Re_Mesh_fix_Anim.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body,.fbx,14429712,13.761,2023-08-17 17:59:34,2025-05-26 20:35:32,"средний размер, маленький, старый, проект, 3D-модель, анимация, игровая разработка"
Turn_Teskao_03_Re_Mesh_fix_Anim.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body\Turn_Teskao_03_Re_Mesh_fix_Anim.FBX,Teskao_Mesh\Anim_full_body\Turn_Teskao_03_Re_Mesh_fix_Anim.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body,.fbx,14290384,13.628,2023-08-17 17:59:58,2025-05-26 20:35:32,"Модель, маленький, старый, проект, анимированный, анимация, 3D"
Turn_Teskao_04_Re_Mesh_fix_Anim.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body\Turn_Teskao_04_Re_Mesh_fix_Anim.FBX,Teskao_Mesh\Anim_full_body\Turn_Teskao_04_Re_Mesh_fix_Anim.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body,.fbx,14749856,14.067,2023-08-17 18:00:25,2025-05-26 20:35:32,"большой, маленький, старый, работа, проект, 3D-модель, анимация"
Wear_Teskao_05_Re_Mesh_fix_Anim.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body\Wear_Teskao_05_Re_Mesh_fix_Anim.FBX,Teskao_Mesh\Anim_full_body\Wear_Teskao_05_Re_Mesh_fix_Anim.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_full_body,.fbx,14448544,13.779,2023-08-17 18:00:49,2025-05-26 20:35:33,"игровая графика, большой., маленький, старый, анимация, разработка, 3D модель"
Born_Teskao_03_Re_Clean_v06_Anim_FIX_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body\Born_Teskao_03_Re_Clean_v06_Anim_FIX_Body.FBX,Teskao_Mesh\Anim_only_body\Born_Teskao_03_Re_Clean_v06_Anim_FIX_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body,.fbx,7436256,7.092,2023-08-18 10:45:09,2025-05-26 20:35:33,"Модель, маленький, старый, работа, проект, анимация, 3D"
Door_Teskao_04_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body\Door_Teskao_04_Re_Mesh_fix_Anim_Body.FBX,Teskao_Mesh\Anim_only_body\Door_Teskao_04_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body,.fbx,8355680,7.969,2023-08-18 10:45:20,2025-05-26 20:35:33,"игровая графика, анатомия., маленький, старый, ремеш, 3D-модель, анимация"
Hand_Teskao_02_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body\Hand_Teskao_02_Re_Mesh_fix_Anim_Body.FBX,Teskao_Mesh\Anim_only_body\Hand_Teskao_02_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body,.fbx,4950304,4.721,2023-08-18 10:45:27,2025-05-26 20:35:33,"большой, Модель, маленький, старый, работа, анимация, 3D"
Hand_Teskao_03_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body\Hand_Teskao_03_Re_Mesh_fix_Anim_Body.FBX,Teskao_Mesh\Anim_only_body\Hand_Teskao_03_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body,.fbx,5253904,5.011,2023-08-18 10:45:33,2025-05-26 20:35:33,"FBX, большой, работа, маленький, старый, 3D-модель, анимация"
Hand_Teskao_04_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body\Hand_Teskao_04_Re_Mesh_fix_Anim_Body.FBX,Teskao_Mesh\Anim_only_body\Hand_Teskao_04_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body,.fbx,4989424,4.758,2023-08-18 10:45:39,2025-05-26 20:35:33,"большой, работа, маленький, старый, формат FBX, 3D-модель, анимация"
Metelitsa_Ladder_04_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body\Metelitsa_Ladder_04_Re_Mesh_fix_Anim_Body.FBX,Teskao_Mesh\Anim_only_body\Metelitsa_Ladder_04_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body,.fbx,5596336,5.337,2023-08-18 10:45:44,2025-05-26 20:35:34,"риггинг, Модель, маленький, старый, анимированный., анимация, 3D"
Prohod_Teskao_02_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body\Prohod_Teskao_02_Re_Mesh_fix_Anim_Body.FBX,Teskao_Mesh\Anim_only_body\Prohod_Teskao_02_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body,.fbx,8081984,7.708,2023-08-18 10:45:50,2025-05-26 20:35:34,"большой, Модель, маленький, старый, работа, анимация, 3D"
Prohod_Teskao_03_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body\Prohod_Teskao_03_Re_Mesh_fix_Anim_Body.FBX,Teskao_Mesh\Anim_only_body\Prohod_Teskao_03_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body,.fbx,6535408,6.233,2023-08-18 10:45:54,2025-05-26 20:35:34,"большой, работа, маленький, старый, важный, 3D-модель, анимация"
Turn_Teskao_03_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body\Turn_Teskao_03_Re_Mesh_fix_Anim_Body.FBX,Teskao_Mesh\Anim_only_body\Turn_Teskao_03_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body,.fbx,6395392,6.099,2023-08-18 10:47:06,2025-05-26 20:35:34,"большой, Модель, маленький, старый, работа, анимация, 3D"
Turn_Teskao_04_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body\Turn_Teskao_04_Re_Mesh_fix_Anim_Body.FBX,Teskao_Mesh\Anim_only_body\Turn_Teskao_04_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body,.fbx,6855104,6.538,2023-08-18 10:47:12,2025-05-26 20:35:34,"большой, Модель, маленький, старый, работа, анимация, 3D"
Wear_Teskao_05_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body\Wear_Teskao_05_Re_Mesh_fix_Anim_Body.FBX,Teskao_Mesh\Anim_only_body\Wear_Teskao_05_Re_Mesh_fix_Anim_Body.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_body,.fbx,6554160,6.251,2023-08-18 10:47:18,2025-05-26 20:35:34,"средний размер, маленький, старый, 3D-модель, анимация, игровая разработка, меш."
Born_Teskao_03_Re_Clean_v06_Anim_FIX_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head\Born_Teskao_03_Re_Clean_v06_Anim_FIX_Head.FBX,Teskao_Mesh\Anim_only_head\Born_Teskao_03_Re_Clean_v06_Anim_FIX_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head,.fbx,8903104,8.491,2023-08-18 10:52:39,2025-05-26 20:35:34,"Модель, работа, маленький, старый, крупный., анимация, 3D"
Door_Teskao_04_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head\Door_Teskao_04_Re_Mesh_fix_Anim_Head.FBX,Teskao_Mesh\Anim_only_head\Door_Teskao_04_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head,.fbx,9822528,9.367,2023-08-18 10:52:46,2025-05-26 20:35:34,"Модель, маленький, старый, работа, крупный., анимация, 3D"
Hand_Teskao_02_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head\Hand_Teskao_02_Re_Mesh_fix_Anim_Head.FBX,Teskao_Mesh\Anim_only_head\Hand_Teskao_02_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head,.fbx,6417136,6.12,2023-08-18 10:52:54,2025-05-26 20:35:34,"голова, Модель, маленький, старый, фиксация, анимация, 3D"
Hand_Teskao_03_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head\Hand_Teskao_03_Re_Mesh_fix_Anim_Head.FBX,Teskao_Mesh\Anim_only_head\Hand_Teskao_03_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head,.fbx,6720736,6.409,2023-08-18 10:52:59,2025-05-26 20:35:34,"Модель, маленький, старый, работа, крупный., анимация, 3D"
Hand_Teskao_04_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head\Hand_Teskao_04_Re_Mesh_fix_Anim_Head.FBX,Teskao_Mesh\Anim_only_head\Hand_Teskao_04_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head,.fbx,6456272,6.157,2023-08-18 10:53:05,2025-05-26 20:35:34,"голова, Модель, работа, маленький, старый, анимация, 3D"
Metelitsa_Ladder_04_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head\Metelitsa_Ladder_04_Re_Mesh_fix_Anim_Head.FBX,Teskao_Mesh\Anim_only_head\Metelitsa_Ladder_04_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head,.fbx,7063168,6.736,2023-08-18 10:53:11,2025-05-26 20:35:35,"маленький, старый, развлечение, 3D-модель, анимация, редактирование"
Prohod_Teskao_02_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head\Prohod_Teskao_02_Re_Mesh_fix_Anim_Head.FBX,Teskao_Mesh\Anim_only_head\Prohod_Teskao_02_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head,.fbx,9548816,9.106,2023-08-18 10:53:17,2025-05-26 20:35:35,"большой, Модель, маленький, старый, работа, анимация, 3D"
Prohod_Teskao_03_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head\Prohod_Teskao_03_Re_Mesh_fix_Anim_Head.FBX,Teskao_Mesh\Anim_only_head\Prohod_Teskao_03_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head,.fbx,8002256,7.632,2023-08-18 10:53:24,2025-05-26 20:35:35,"Модель, маленький, старый, работа, крупный., анимация, 3D"
Turn_Teskao_03_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head\Turn_Teskao_03_Re_Mesh_fix_Anim_Head.FBX,Teskao_Mesh\Anim_only_head\Turn_Teskao_03_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head,.fbx,7862224,7.498,2023-08-18 10:53:29,2025-05-26 20:35:35,"большой, Модель, маленький, старый, работа, анимация, 3D"
Turn_Teskao_04_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head\Turn_Teskao_04_Re_Mesh_fix_Anim_Head.FBX,Teskao_Mesh\Anim_only_head\Turn_Teskao_04_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head,.fbx,8321936,7.936,2023-08-18 10:53:35,2025-05-26 20:35:35,"большой, Модель, маленький, старый, работа, анимация, 3D"
Wear_Teskao_05_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head\Wear_Teskao_05_Re_Mesh_fix_Anim_Head.FBX,Teskao_Mesh\Anim_only_head\Wear_Teskao_05_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Anim_only_head,.fbx,8020992,7.649,2023-08-18 10:53:44,2025-05-26 20:35:35,"Модель, маленький, старый, графика, разработка., анимация, 3D"
Mesh_Tescao.rar,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\Mesh_Tescao.rar,Teskao_Mesh\Mesh\Mesh_Tescao.rar,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh,.rar,8167163,7.789,2023-08-18 11:44:09,2025-05-26 20:35:35,"Архив, большой, архив, маленький, старый, работа, бэкап"
SK_Tescao_body_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\SK_Tescao_body_DRV.FBX,Teskao_Mesh\Mesh\SK_Tescao_body_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh,.fbx,1510576,1.441,2023-08-18 11:42:42,2025-05-26 20:35:35,"автомобиль, Модель, маленький, старый, драйвер., технический, 3D"
SK_Tescao_eyelashes_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\SK_Tescao_eyelashes_DRV.FBX,Teskao_Mesh\Mesh\SK_Tescao_eyelashes_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh,.fbx,383072,0.365,2023-08-18 11:41:12,2025-05-26 20:35:35,"дизайн, косметика, Модель, маленький, старый, 3D"
SK_Tescao_eyeL_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\SK_Tescao_eyeL_DRV.FBX,Teskao_Mesh\Mesh\SK_Tescao_eyeL_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh,.fbx,337184,0.322,2023-08-18 11:43:42,2025-05-26 20:35:35,"работа, графика, маленький, старый, визуализация, 3D модель"
SK_Tescao_eyeR_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\SK_Tescao_eyeR_DRV.FBX,Teskao_Mesh\Mesh\SK_Tescao_eyeR_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh,.fbx,337200,0.322,2023-08-18 11:43:29,2025-05-26 20:35:35,"Модель, работа, маленький, старый, графика, небольшой, 3D"
SK_Tescao_hair_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\SK_Tescao_hair_DRV.FBX,Teskao_Mesh\Mesh\SK_Tescao_hair_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh,.fbx,3859952,3.681,2023-08-18 11:40:07,2025-05-26 20:35:35,"дизайн, креатив., Модель, маленький, старый, 3D, волосы"
SK_Tescao_head_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\SK_Tescao_head_DRV.FBX,Teskao_Mesh\Mesh\SK_Tescao_head_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh,.fbx,1625280,1.55,2023-08-18 11:41:28,2025-05-26 20:35:35,"средний., Модель, анимация, работа, маленький, старый, 3D"
SK_Tescao_pants_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\SK_Tescao_pants_DRV.FBX,Teskao_Mesh\Mesh\SK_Tescao_pants_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh,.fbx,1118016,1.066,2023-08-18 11:42:19,2025-05-26 20:35:36,"драйвер, маленький, старый, 3D модель, одежда, фэшн, модель"
SK_Tescao_shoes_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\SK_Tescao_shoes_DRV.FBX,Teskao_Mesh\Mesh\SK_Tescao_shoes_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh,.fbx,816832,0.779,2023-08-18 11:43:03,2025-05-26 20:35:36,"легкий, Модель, маленький, старый, футуристичный, 3D, обувь"
SK_Tescao_tshirt_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\SK_Tescao_tshirt_DRV.FBX,Teskao_Mesh\Mesh\SK_Tescao_tshirt_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh,.fbx,1748304,1.667,2023-08-18 11:41:59,2025-05-26 20:35:36,"футболка, Модель, драйвер, маленький, старый, одежда, 3D"
SK_Tescao_Full_Body_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\Fix_Bone\SK_Tescao_Full_Body_DRV.FBX,Teskao_Mesh\Mesh\Fix_Bone\SK_Tescao_Full_Body_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\Fix_Bone,.fbx,76431712,72.891,2023-08-17 17:39:10,2025-05-26 20:35:36,"большой, работа, маленький, старый, графика, 3D-модель, анимация"
SK_Tescao_Only_Body_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\Fix_Bone\SK_Tescao_Only_Body_DRV.FBX,Teskao_Mesh\Mesh\Fix_Bone\SK_Tescao_Only_Body_DRV.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\Mesh\Fix_Bone,.fbx,2967760,2.83,2023-08-18 11:18:03,2025-05-26 20:35:37,"Модель, драйвер, автомобиль, маленький, старый, техника, 3D"
